image_id,file_name,split,n_person,n_car,n_truck,has_person,has_car,has_truck,sampled_for
105899,000000105899.jpg,train,3,0,0,1,0,0,person
23982,000000023982.jpg,train,1,0,0,1,0,0,person
302512,000000302512.jpg,train,1,0,0,1,0,0,person
581040,000000581040.jpg,train,1,5,0,1,1,0,person
548275,000000548275.jpg,train,0,3,0,0,1,0,car
269751,000000269751.jpg,train,1,0,0,1,0,0,person
105912,000000105912.jpg,val,13,2,0,1,1,0,person
204217,000000204217.jpg,train,4,8,0,1,1,0,car
417210,000000417210.jpg,train,1,8,1,1,1,1,car+truck
499135,000000499135.jpg,train,4,4,0,1,1,0,car
220615,000000220615.jpg,train,3,0,1,1,0,1,truck
171464,000000171464.jpg,train,1,1,1,1,1,1,truck
122314,000000122314.jpg,train,2,14,1,1,1,1,truck
581071,000000581071.jpg,train,1,3,0,1,1,0,person
40399,000000040399.jpg,train,1,0,0,1,0,0,person
105936,000000105936.jpg,train,5,1,2,1,1,1,truck
89556,000000089556.jpg,val,0,11,3,0,1,1,truck
581081,000000581081.jpg,train,7,3,2,1,1,1,truck
417242,000000417242.jpg,train,0,2,2,0,1,1,truck
7650,000000007650.jpg,train,3,12,0,1,1,0,car
89571,000000089571.jpg,train,9,2,0,1,1,0,car
73187,000000073187.jpg,train,3,0,1,1,0,1,truck
105960,000000105960.jpg,train,8,2,0,1,1,0,car
24040,000000024040.jpg,train,3,0,0,1,0,0,person
499177,000000499177.jpg,train,1,0,0,1,0,0,person
253417,000000253417.jpg,train,1,0,1,1,0,1,truck
40428,000000040428.jpg,train,11,0,0,1,0,0,person
24042,000000024042.jpg,train,1,2,3,1,1,1,truck
335339,000000335339.jpg,train,2,1,1,1,1,1,truck
269807,000000269807.jpg,train,1,0,0,1,0,0,person
400880,000000400880.jpg,train,2,0,0,1,0,0,person
253429,000000253429.jpg,train,1,0,0,1,0,0,person
105976,000000105976.jpg,train,1,0,0,1,0,0,person
368125,000000368125.jpg,train,1,0,0,1,0,0,person
515581,000000515581.jpg,train,9,2,3,1,1,1,truck
466432,000000466432.jpg,train,4,0,0,1,0,0,person
40449,000000040449.jpg,train,1,0,1,1,0,1,truck
335363,000000335363.jpg,train,6,9,0,1,1,0,car
7685,000000007685.jpg,train,14,14,1,1,1,1,truck
302601,000000302601.jpg,train,1,0,0,1,0,0,person
138768,000000138768.jpg,train,0,2,0,0,1,0,car
400913,000000400913.jpg,train,1,0,0,1,0,0,person
40466,000000040466.jpg,train,0,1,1,0,1,1,truck
73235,000000073235.jpg,train,1,3,1,1,1,1,truck
7713,000000007713.jpg,train,0,2,1,0,1,1,car
56865,000000056865.jpg,train,2,2,0,1,1,0,person
482858,000000482858.jpg,train,1,0,0,1,0,0,person
499242,000000499242.jpg,train,2,0,0,1,0,0,person
7726,000000007726.jpg,train,1,2,1,1,1,1,car
24112,000000024112.jpg,train,5,0,0,1,0,0,person
351793,000000351793.jpg,train,1,0,0,1,0,0,person
220722,000000220722.jpg,train,7,0,1,1,0,1,truck
400950,000000400950.jpg,train,3,1,0,1,1,0,car
73276,000000073276.jpg,train,0,0,1,0,0,1,truck
564803,000000564803.jpg,train,1,5,3,1,1,1,person+truck
253513,000000253513.jpg,train,1,4,0,1,1,0,person
319053,000000319053.jpg,train,2,6,2,1,1,1,car
122460,000000122460.jpg,train,0,14,2,0,1,1,truck
351840,000000351840.jpg,train,0,2,1,0,1,1,car
269921,000000269921.jpg,train,5,9,2,1,1,1,car
253537,000000253537.jpg,train,1,0,0,1,0,0,person
335463,000000335463.jpg,train,0,1,1,0,1,1,truck
384617,000000384617.jpg,train,1,0,0,1,0,0,person
24169,000000024169.jpg,train,14,1,1,1,1,1,truck
138861,000000138861.jpg,train,1,11,0,1,1,0,car
73333,000000073333.jpg,train,1,0,0,1,0,0,person
417400,000000417400.jpg,train,1,1,0,1,1,0,car
335481,000000335481.jpg,train,0,1,0,0,1,0,car
302713,000000302713.jpg,train,0,4,0,0,1,0,car
401018,000000401018.jpg,train,4,1,1,1,1,1,car+truck
319105,000000319105.jpg,train,5,1,0,1,1,0,person
237186,000000237186.jpg,train,1,0,1,1,0,1,person
24197,000000024197.jpg,train,1,0,0,1,0,0,person
155270,000000155270.jpg,train,14,1,1,1,1,1,truck
7819,000000007819.jpg,train,2,10,0,1,1,0,car
532107,000000532107.jpg,train,0,0,1,0,0,1,truck
319118,000000319118.jpg,train,14,3,0,1,1,0,car
384659,000000384659.jpg,train,2,6,0,1,1,0,car
237207,000000237207.jpg,train,0,1,2,0,1,1,truck
237210,000000237210.jpg,train,13,14,0,1,1,0,car
171678,000000171678.jpg,train,0,10,1,0,1,1,car
237215,000000237215.jpg,train,0,0,1,0,0,1,truck
351904,000000351904.jpg,train,1,2,1,1,1,1,truck
335521,000000335521.jpg,train,0,6,1,0,1,1,truck
433826,000000433826.jpg,train,2,2,0,1,1,0,car
433825,000000433825.jpg,train,14,0,1,1,0,1,truck
450212,000000450212.jpg,train,0,0,1,0,0,1,truck
7852,000000007852.jpg,train,0,0,2,0,0,1,truck
171695,000000171695.jpg,train,14,1,2,1,1,1,car+truck
286388,000000286388.jpg,train,0,4,1,0,1,1,truck
499388,000000499388.jpg,train,2,1,0,1,1,0,car
384700,000000384700.jpg,train,0,2,3,0,1,1,truck
73413,000000073413.jpg,train,5,1,0,1,1,0,car
417478,000000417478.jpg,train,0,1,0,0,1,0,car
286411,000000286411.jpg,train,3,1,0,1,1,0,car
368335,000000368335.jpg,val,0,4,1,0,1,1,truck
122582,000000122582.jpg,train,4,1,0,1,1,0,car
368348,000000368348.jpg,train,0,9,2,0,1,1,car+truck
532188,000000532188.jpg,train,14,0,0,1,0,0,person
499428,000000499428.jpg,train,6,2,0,1,1,0,car
188139,000000188139.jpg,train,1,4,3,1,1,1,truck
57068,000000057068.jpg,train,0,5,2,0,1,1,truck
368371,000000368371.jpg,train,0,1,0,0,1,0,car
220917,000000220917.jpg,train,1,2,0,1,1,0,car
188151,000000188151.jpg,train,6,0,0,1,0,0,person
483070,000000483070.jpg,train,2,2,0,1,1,0,car
40705,000000040705.jpg,train,2,2,1,1,1,1,truck
237318,000000237318.jpg,train,0,1,0,0,1,0,car
401163,000000401163.jpg,train,3,0,0,1,0,0,person
401167,000000401167.jpg,train,1,0,0,1,0,0,person
7952,000000007952.jpg,train,1,0,1,1,0,1,truck
450324,000000450324.jpg,train,5,5,5,1,1,1,truck
433941,000000433941.jpg,train,0,9,1,0,1,1,truck
155417,000000155417.jpg,train,1,0,1,1,0,1,truck
565018,000000565018.jpg,train,2,10,0,1,1,0,car
319260,000000319260.jpg,train,14,15,0,1,1,0,car
171806,000000171806.jpg,train,2,3,0,1,1,0,car
335670,000000335670.jpg,train,10,5,2,1,1,1,truck
368440,000000368440.jpg,train,0,0,1,0,0,1,truck
286523,000000286523.jpg,val,1,0,0,1,0,0,person
57149,000000057149.jpg,val,0,2,0,0,1,0,car
483135,000000483135.jpg,train,6,0,0,1,0,0,person
253767,000000253767.jpg,train,5,0,0,1,0,0,person
433992,000000433992.jpg,train,10,3,1,1,1,1,person
433993,000000433993.jpg,train,4,1,0,1,1,0,car
368460,000000368460.jpg,train,2,6,0,1,1,0,car+person
401231,000000401231.jpg,train,0,0,5,0,0,1,truck
384849,000000384849.jpg,train,0,7,1,0,1,1,car+truck
57169,000000057169.jpg,train,2,0,0,1,0,0,person
384857,000000384857.jpg,train,14,10,3,1,1,1,truck
24411,000000024411.jpg,train,13,0,0,1,0,0,person
139099,000000139099.jpg,val,14,1,0,1,1,0,person
155488,000000155488.jpg,train,1,1,1,1,1,1,car
204650,000000204650.jpg,train,7,0,2,1,0,1,truck
270198,000000270198.jpg,train,14,13,8,1,1,1,truck
286583,000000286583.jpg,train,11,0,1,1,0,1,truck
352120,000000352120.jpg,train,3,2,0,1,1,0,car
319354,000000319354.jpg,train,0,1,1,0,1,1,truck
548732,000000548732.jpg,train,3,11,0,1,1,0,car
401291,000000401291.jpg,train,13,0,2,1,0,1,truck
401299,000000401299.jpg,train,1,14,0,1,1,0,car
73620,000000073620.jpg,train,14,0,0,1,0,0,person
73622,000000073622.jpg,train,7,2,0,1,1,0,person
450458,000000450458.jpg,train,2,1,0,1,1,0,car
368541,000000368541.jpg,train,14,0,3,1,0,1,truck
499618,000000499618.jpg,train,5,0,2,1,0,1,truck
335781,000000335781.jpg,train,0,11,6,0,1,1,car+truck
532390,000000532390.jpg,train,1,1,1,1,1,1,truck
319406,000000319406.jpg,train,0,8,1,0,1,1,truck
352180,000000352180.jpg,train,14,0,0,1,0,0,person
204728,000000204728.jpg,train,5,0,2,1,0,1,truck
286654,000000286654.jpg,train,1,1,0,1,1,0,car
40894,000000040894.jpg,train,13,0,0,1,0,0,person
352192,000000352192.jpg,train,14,3,1,1,1,1,truck
73665,000000073665.jpg,train,1,2,0,1,1,0,car
352194,000000352194.jpg,train,7,14,0,1,1,0,car
565186,000000565186.jpg,train,0,1,1,0,1,1,truck
466885,000000466885.jpg,train,0,1,4,0,1,1,truck
516038,000000516038.jpg,val,3,0,0,1,0,0,person
565194,000000565194.jpg,train,2,2,2,1,1,1,car
221132,000000221132.jpg,train,1,0,0,1,0,0,person
548824,000000548824.jpg,train,0,6,2,0,1,1,truck
368611,000000368611.jpg,train,0,0,1,0,0,1,truck
352228,000000352228.jpg,train,0,0,5,0,0,1,truck
57323,000000057323.jpg,train,13,4,3,1,1,1,truck
188405,000000188405.jpg,train,1,2,1,1,1,1,truck
237558,000000237558.jpg,train,1,0,0,1,0,0,person
335864,000000335864.jpg,train,0,0,1,0,0,1,truck
401402,000000401402.jpg,train,2,0,1,1,0,1,truck
221183,000000221183.jpg,train,0,0,1,0,0,1,truck
237568,000000237568.jpg,train,1,1,1,1,1,1,truck
270338,000000270338.jpg,train,6,0,0,1,0,0,person
155652,000000155652.jpg,train,14,0,1,1,0,1,truck
450567,000000450567.jpg,train,1,0,0,1,0,0,person
434187,000000434187.jpg,train,5,0,0,1,0,0,person
106508,000000106508.jpg,train,7,8,0,1,1,0,car
8204,000000008204.jpg,train,14,0,1,1,0,1,truck
303126,000000303126.jpg,train,8,5,0,1,1,0,car
368663,000000368663.jpg,train,2,1,4,1,1,1,truck
188440,000000188440.jpg,train,8,0,1,1,0,1,person
188443,000000188443.jpg,train,1,1,0,1,1,0,car
466971,000000466971.jpg,train,1,1,0,1,1,0,car
221223,000000221223.jpg,train,1,0,0,1,0,0,person
466985,000000466985.jpg,train,1,8,0,1,1,0,car
335913,000000335913.jpg,train,0,1,0,0,1,0,car
90154,000000090154.jpg,train,13,9,1,1,1,1,truck
352317,000000352317.jpg,train,8,2,0,1,1,0,car
548926,000000548926.jpg,train,1,0,0,1,0,0,person
499775,000000499775.jpg,val,0,1,0,0,1,0,car
270406,000000270406.jpg,train,1,0,0,1,0,0,person
122952,000000122952.jpg,train,0,0,9,0,0,1,truck
204887,000000204887.jpg,train,11,2,0,1,1,0,car
532568,000000532568.jpg,train,0,1,1,0,1,1,truck
450649,000000450649.jpg,train,6,0,0,1,0,0,person
155739,000000155739.jpg,train,0,9,1,0,1,1,truck
41054,000000041054.jpg,train,0,1,1,0,1,1,truck
204897,000000204897.jpg,train,1,0,0,1,0,0,person
532583,000000532583.jpg,train,14,0,0,1,0,0,person
581738,000000581738.jpg,train,2,2,0,1,1,0,car
188522,000000188522.jpg,train,0,0,1,0,0,1,truck
221293,000000221293.jpg,train,1,2,0,1,1,0,car
385141,000000385141.jpg,train,3,14,3,1,1,1,car
237685,000000237685.jpg,train,0,5,1,0,1,1,car+truck
41077,000000041077.jpg,train,1,0,0,1,0,0,person
90237,000000090237.jpg,train,1,9,2,1,1,1,truck
401534,000000401534.jpg,train,6,3,2,1,1,1,truck
188546,000000188546.jpg,train,1,0,0,1,0,0,person
532617,000000532617.jpg,train,1,0,0,1,0,0,person
270474,000000270474.jpg,val,1,0,0,1,0,0,person
172171,000000172171.jpg,train,0,2,0,0,1,0,car
139409,000000139409.jpg,train,1,7,1,1,1,1,truck
565395,000000565395.jpg,train,2,0,1,1,0,1,truck
73889,000000073889.jpg,train,3,3,0,1,1,0,car
123041,000000123041.jpg,train,5,8,2,1,1,1,truck
581795,000000581795.jpg,train,1,0,0,1,0,0,person
581797,000000581797.jpg,train,0,1,4,0,1,1,truck
336040,000000336040.jpg,train,1,7,2,1,1,1,truck
188587,000000188587.jpg,train,10,5,1,1,1,1,truck
270512,000000270512.jpg,train,2,0,3,1,0,1,truck
8373,000000008373.jpg,train,0,3,5,0,1,1,truck
401594,000000401594.jpg,train,1,3,1,1,1,1,truck
565446,000000565446.jpg,train,14,6,0,1,1,0,car
204999,000000204999.jpg,train,1,0,0,1,0,0,person
24776,000000024776.jpg,train,1,0,0,1,0,0,person
319693,000000319693.jpg,train,0,0,1,0,0,1,truck
336079,000000336079.jpg,train,5,0,0,1,0,0,person
286930,000000286930.jpg,train,10,0,0,1,0,0,person
368874,000000368874.jpg,train,0,12,5,0,1,1,truck
336107,000000336107.jpg,train,2,1,1,1,1,1,truck
434415,000000434415.jpg,train,1,1,0,1,1,0,car
90351,000000090351.jpg,train,1,3,0,1,1,0,car
254198,000000254198.jpg,train,2,0,1,1,0,1,truck
90359,000000090359.jpg,train,3,0,0,1,0,0,person
581880,000000581880.jpg,train,1,0,0,1,0,0,person
139526,000000139526.jpg,train,7,2,2,1,1,1,truck
532744,000000532744.jpg,train,0,5,2,0,1,1,car
24842,000000024842.jpg,train,2,0,0,1,0,0,person
565518,000000565518.jpg,train,1,0,0,1,0,0,person
41233,000000041233.jpg,train,12,3,3,1,1,1,person+truck
123155,000000123155.jpg,train,2,0,0,1,0,0,person
418074,000000418074.jpg,train,1,1,0,1,1,0,person
139549,000000139549.jpg,train,2,5,1,1,1,1,car+person
57631,000000057631.jpg,train,1,0,2,1,0,1,truck
123172,000000123172.jpg,train,14,2,0,1,1,0,car
532773,000000532773.jpg,train,0,0,1,0,0,1,truck
205093,000000205093.jpg,train,12,0,1,1,0,1,truck
385320,000000385320.jpg,train,1,0,0,1,0,0,person
123176,000000123176.jpg,train,0,1,1,0,1,1,truck
172330,000000172330.jpg,val,0,3,0,0,1,0,car
8498,000000008498.jpg,train,0,3,1,0,1,1,truck
434488,000000434488.jpg,train,5,1,0,1,1,0,car
418113,000000418113.jpg,train,0,4,0,0,1,0,car
516417,000000516417.jpg,train,11,0,0,1,0,0,person
270659,000000270659.jpg,train,7,0,0,1,0,0,person
254277,000000254277.jpg,train,2,0,0,1,0,0,person
57672,000000057672.jpg,val,11,3,1,1,1,1,truck
450893,000000450893.jpg,train,0,0,1,0,0,1,truck
24912,000000024912.jpg,train,9,4,0,1,1,0,person
516444,000000516444.jpg,train,11,12,2,1,1,1,person+truck
139612,000000139612.jpg,train,5,3,1,1,1,1,truck
434526,000000434526.jpg,train,3,12,2,1,1,1,truck
319841,000000319841.jpg,train,1,0,0,1,0,0,person
385378,000000385378.jpg,train,4,8,1,1,1,1,truck
549220,000000549220.jpg,val,4,0,0,1,0,0,person
565612,000000565612.jpg,train,1,1,1,1,1,1,car+truck
8564,000000008564.jpg,train,0,11,4,0,1,1,truck
516474,000000516474.jpg,train,1,4,0,1,1,0,person
90490,000000090490.jpg,train,4,0,0,1,0,0,person
156026,000000156026.jpg,train,1,0,0,1,0,0,person
516476,000000516476.jpg,train,8,3,1,1,1,1,truck
270723,000000270723.jpg,train,14,0,2,1,0,1,truck
565637,000000565637.jpg,train,1,0,0,1,0,0,person
565641,000000565641.jpg,train,0,0,3,0,0,1,truck
483723,000000483723.jpg,train,2,0,0,1,0,0,person
8593,000000008593.jpg,train,4,2,1,1,1,1,car
221587,000000221587.jpg,train,0,0,2,0,0,1,truck
516500,000000516500.jpg,train,1,3,0,1,1,0,car
500116,000000500116.jpg,train,8,5,0,1,1,0,car
254357,000000254357.jpg,train,12,0,1,1,0,1,truck
450970,000000450970.jpg,train,6,3,1,1,1,1,truck
106912,000000106912.jpg,val,1,0,0,1,0,0,person
565675,000000565675.jpg,train,8,5,0,1,1,0,car
500139,000000500139.jpg,train,0,8,2,0,1,1,truck
549299,000000549299.jpg,train,14,1,0,1,1,0,person
106941,000000106941.jpg,train,2,0,0,1,0,0,person
238018,000000238018.jpg,train,1,1,0,1,1,0,car
74179,000000074179.jpg,train,3,1,2,1,1,1,truck
500165,000000500165.jpg,train,3,1,0,1,1,0,car
8646,000000008646.jpg,train,0,3,1,0,1,1,truck
74183,000000074183.jpg,train,14,0,0,1,0,0,person
25034,000000025034.jpg,train,13,0,0,1,0,0,person
8657,000000008657.jpg,train,2,0,0,1,0,0,person
287186,000000287186.jpg,train,0,1,0,0,1,0,car
565716,000000565716.jpg,train,5,1,0,1,1,0,car
172501,000000172501.jpg,train,1,8,0,1,1,0,person
205270,000000205270.jpg,train,0,0,1,0,0,1,truck
57820,000000057820.jpg,train,6,1,0,1,1,0,car
418270,000000418270.jpg,train,6,0,0,1,0,0,person
352734,000000352734.jpg,train,2,0,0,1,0,0,person
238048,000000238048.jpg,train,2,0,0,1,0,0,person
57828,000000057828.jpg,train,1,4,2,1,1,1,truck
106981,000000106981.jpg,train,13,0,0,1,0,0,person
188902,000000188902.jpg,train,0,0,1,0,0,1,truck
205289,000000205289.jpg,val,1,0,1,1,0,1,truck
532976,000000532976.jpg,train,11,7,2,1,1,1,truck
221684,000000221684.jpg,train,2,0,1,1,0,1,truck
352760,000000352760.jpg,val,1,0,0,1,0,0,person
352761,000000352761.jpg,train,1,2,0,1,1,0,car
287234,000000287234.jpg,train,3,4,0,1,1,0,car
369156,000000369156.jpg,train,0,3,1,0,1,1,car
8711,000000008711.jpg,train,1,0,0,1,0,0,person
57871,000000057871.jpg,train,1,0,0,1,0,0,person
221713,000000221713.jpg,train,6,2,0,1,1,0,car
549394,000000549394.jpg,train,1,2,0,1,1,0,car
565778,000000565778.jpg,val,4,0,0,1,0,0,person
270865,000000270865.jpg,train,4,0,1,1,0,1,truck
483867,000000483867.jpg,train,1,2,0,1,1,0,person
369180,000000369180.jpg,train,10,1,1,1,1,1,truck
238117,000000238117.jpg,train,0,0,1,0,0,1,truck
172582,000000172582.jpg,train,0,6,1,0,1,1,truck
41516,000000041516.jpg,train,3,14,0,1,1,0,car
205362,000000205362.jpg,train,0,3,0,0,1,0,car
352821,000000352821.jpg,train,2,7,0,1,1,0,car
483897,000000483897.jpg,train,3,0,2,1,0,1,person
287291,000000287291.jpg,val,6,7,2,1,1,1,truck
270912,000000270912.jpg,train,12,1,3,1,1,1,car+truck
385604,000000385604.jpg,train,3,2,0,1,1,0,person
172617,000000172617.jpg,val,1,0,0,1,0,0,person
516681,000000516681.jpg,train,1,0,3,1,0,1,truck
336459,000000336459.jpg,train,0,0,1,0,0,1,truck
156236,000000156236.jpg,train,1,0,0,1,0,0,person
123469,000000123469.jpg,train,1,0,1,1,0,1,truck
25174,000000025174.jpg,train,1,0,0,1,0,0,person
483928,000000483928.jpg,train,0,1,0,0,1,0,car
189017,000000189017.jpg,train,0,2,3,0,1,1,truck
41568,000000041568.jpg,train,4,1,0,1,1,0,car
41572,000000041572.jpg,train,3,1,0,1,1,0,car
172648,000000172648.jpg,val,2,1,1,1,1,1,car
287341,000000287341.jpg,train,0,3,1,0,1,1,car+truck
483956,000000483956.jpg,train,1,1,0,1,1,0,car
434805,000000434805.jpg,train,1,0,1,1,0,1,truck
8832,000000008832.jpg,train,1,0,0,1,0,0,person
533128,000000533128.jpg,train,10,6,0,1,1,0,car
385675,000000385675.jpg,train,0,0,1,0,0,1,truck
25245,000000025245.jpg,train,8,1,0,1,1,0,car
41633,000000041633.jpg,val,0,2,1,0,1,1,truck
516771,000000516771.jpg,train,14,0,0,1,0,0,person
434859,000000434859.jpg,train,13,0,0,1,0,0,person
303788,000000303788.jpg,train,1,0,0,1,0,0,person
238260,000000238260.jpg,train,11,3,0,1,1,0,car
90804,000000090804.jpg,train,4,1,0,1,1,0,car
303797,000000303797.jpg,train,14,0,0,1,0,0,person
418505,000000418505.jpg,train,0,2,1,0,1,1,car
287434,000000287434.jpg,train,1,10,0,1,1,0,car
139982,000000139982.jpg,train,3,0,0,1,0,0,person
156375,000000156375.jpg,train,1,0,0,1,0,0,person
565975,000000565975.jpg,train,14,1,1,1,1,1,person
189148,000000189148.jpg,train,14,5,0,1,1,0,car
41700,000000041700.jpg,train,2,3,1,1,1,1,truck
451300,000000451300.jpg,train,0,0,1,0,0,1,truck
320232,000000320232.jpg,val,3,1,0,1,1,0,person
467696,000000467696.jpg,train,7,0,0,1,0,0,person
90864,000000090864.jpg,train,1,0,0,1,0,0,person
320249,000000320249.jpg,train,14,3,0,1,1,0,car
434940,000000434940.jpg,train,4,11,0,1,1,0,car
303872,000000303872.jpg,train,2,5,0,1,1,0,car
8965,000000008965.jpg,train,5,3,0,1,1,0,car
402184,000000402184.jpg,train,5,1,1,1,1,1,car
238345,000000238345.jpg,train,0,7,2,0,1,1,car+truck
25353,000000025353.jpg,train,2,0,0,1,0,0,person
58123,000000058123.jpg,train,0,1,0,0,1,0,car
566029,000000566029.jpg,train,2,2,1,1,1,1,truck
254743,000000254743.jpg,train,1,0,0,1,0,0,person
189209,000000189209.jpg,train,1,0,0,1,0,0,person
25374,000000025374.jpg,train,1,0,0,1,0,0,person
205601,000000205601.jpg,train,2,0,0,1,0,0,person
418600,000000418600.jpg,train,1,0,0,1,0,0,person
287531,000000287531.jpg,train,2,0,1,1,0,1,truck
41772,000000041772.jpg,train,5,3,2,1,1,1,car
9007,000000009007.jpg,train,3,0,0,1,0,0,person
25393,000000025393.jpg,val,3,4,0,1,1,0,car
418609,000000418609.jpg,train,10,1,1,1,1,1,truck
140088,000000140088.jpg,train,9,1,0,1,1,0,car
320314,000000320314.jpg,train,0,0,1,0,0,1,truck
451389,000000451389.jpg,train,5,0,0,1,0,0,person
287550,000000287550.jpg,train,1,6,1,1,1,1,car
533311,000000533311.jpg,train,1,2,0,1,1,0,car
484165,000000484165.jpg,train,3,1,0,1,1,0,car+person
385861,000000385861.jpg,train,1,0,0,1,0,0,person
254789,000000254789.jpg,train,8,4,1,1,1,1,truck
172877,000000172877.jpg,val,1,0,0,1,0,0,person
90959,000000090959.jpg,train,2,0,0,1,0,0,person
205647,000000205647.jpg,val,0,0,1,0,0,1,truck
25425,000000025425.jpg,train,1,0,0,1,0,0,person
566099,000000566099.jpg,train,6,0,0,1,0,0,person
336723,000000336723.jpg,train,4,0,0,1,0,0,person
222036,000000222036.jpg,train,13,0,1,1,0,1,truck
156503,000000156503.jpg,train,0,1,0,0,1,0,car
107353,000000107353.jpg,train,6,1,0,1,1,0,car
418653,000000418653.jpg,train,4,0,0,1,0,0,person
500575,000000500575.jpg,train,1,2,1,1,1,1,car
222047,000000222047.jpg,train,0,6,1,0,1,1,truck
320353,000000320353.jpg,train,0,2,1,0,1,1,truck
303971,000000303971.jpg,train,1,0,0,1,0,0,person
205670,000000205670.jpg,train,2,0,1,1,0,1,truck
74599,000000074599.jpg,train,2,2,1,1,1,1,person+truck
402281,000000402281.jpg,train,14,5,0,1,1,0,car
25453,000000025453.jpg,train,14,2,2,1,1,1,truck
287601,000000287601.jpg,train,0,1,1,0,1,1,truck
484215,000000484215.jpg,train,0,11,2,0,1,1,car
287608,000000287608.jpg,train,1,0,0,1,0,0,person
189305,000000189305.jpg,train,2,0,0,1,0,0,person
500613,000000500613.jpg,val,0,1,5,0,1,1,truck
304008,000000304008.jpg,train,1,1,0,1,1,0,car
304012,000000304012.jpg,train,2,4,1,1,1,1,truck
549773,000000549773.jpg,train,0,1,1,0,1,1,car
451471,000000451471.jpg,train,2,1,3,1,1,1,car
418711,000000418711.jpg,train,14,8,2,1,1,1,car+truck
402332,000000402332.jpg,train,4,0,1,1,0,1,truck
533408,000000533408.jpg,train,4,1,1,1,1,1,car+truck
107425,000000107425.jpg,train,2,1,3,1,1,1,truck
25508,000000025508.jpg,train,1,0,0,1,0,0,person
91045,000000091045.jpg,train,3,0,0,1,0,0,person
500649,000000500649.jpg,train,11,1,1,1,1,1,truck
500650,000000500650.jpg,train,0,4,0,0,1,0,car
320434,000000320434.jpg,train,14,0,0,1,0,0,person
385971,000000385971.jpg,train,0,4,0,0,1,0,car
189368,000000189368.jpg,train,1,0,0,1,0,0,person
123835,000000123835.jpg,train,3,5,4,1,1,1,truck
304065,000000304065.jpg,train,0,0,1,0,0,1,truck
172995,000000172995.jpg,train,4,0,0,1,0,0,person
58307,000000058307.jpg,train,1,0,0,1,0,0,person
402373,000000402373.jpg,train,0,0,1,0,0,1,truck
25551,000000025551.jpg,train,4,3,3,1,1,1,car
402384,000000402384.jpg,train,1,0,0,1,0,0,person
9172,000000009172.jpg,train,0,4,0,0,1,0,car
123862,000000123862.jpg,train,0,11,0,0,1,0,car
189402,000000189402.jpg,train,4,9,0,1,1,0,car
517082,000000517082.jpg,train,4,0,0,1,0,0,person
123867,000000123867.jpg,train,2,0,0,1,0,0,person
517089,000000517089.jpg,train,0,0,1,0,0,1,truck
500712,000000500712.jpg,train,0,1,1,0,1,1,car
533480,000000533480.jpg,train,1,2,2,1,1,1,truck
271338,000000271338.jpg,train,1,0,0,1,0,0,person
566249,000000566249.jpg,train,0,2,2,0,1,1,truck
222191,000000222191.jpg,train,0,0,1,0,0,1,truck
386035,000000386035.jpg,train,1,0,0,1,0,0,person
484341,000000484341.jpg,train,0,1,1,0,1,1,truck
533494,000000533494.jpg,train,4,1,3,1,1,1,person
271360,000000271360.jpg,train,3,1,2,1,1,1,truck
140291,000000140291.jpg,train,2,0,1,1,0,1,person
254983,000000254983.jpg,train,2,2,0,1,1,0,car
451594,000000451594.jpg,train,3,2,1,1,1,1,truck
42008,000000042008.jpg,train,1,1,1,1,1,1,person
369689,000000369689.jpg,train,0,4,1,0,1,1,car+truck
549915,000000549915.jpg,train,1,0,0,1,0,0,person
156700,000000156700.jpg,train,7,0,0,1,0,0,person
271394,000000271394.jpg,train,1,0,1,1,0,1,truck
58406,000000058406.jpg,train,1,0,0,1,0,0,person
58413,000000058413.jpg,train,0,0,2,0,0,1,truck
549936,000000549936.jpg,train,1,1,1,1,1,1,truck
255026,000000255026.jpg,train,2,0,0,1,0,0,person
549943,000000549943.jpg,train,2,12,6,1,1,1,truck
107586,000000107586.jpg,train,3,1,2,1,1,1,truck
25668,000000025668.jpg,train,2,0,0,1,0,0,person
9286,000000009286.jpg,train,3,3,1,1,1,1,truck
9296,000000009296.jpg,train,2,0,1,1,0,1,truck
320593,000000320593.jpg,train,1,4,0,1,1,0,car
42069,000000042069.jpg,train,1,0,0,1,0,0,person
74842,000000074842.jpg,train,1,3,1,1,1,1,car
500829,000000500829.jpg,train,0,0,1,0,0,1,truck
451679,000000451679.jpg,train,5,1,0,1,1,0,car
42079,000000042079.jpg,train,1,0,1,1,0,1,truck
533603,000000533603.jpg,train,0,2,1,0,1,1,truck
271469,000000271469.jpg,train,0,7,0,0,1,0,car
550000,000000550000.jpg,train,11,3,1,1,1,1,truck
222322,000000222322.jpg,train,14,0,0,1,0,0,person
189559,000000189559.jpg,train,0,0,1,0,0,1,truck
255096,000000255096.jpg,train,3,0,1,1,0,1,truck
124028,000000124028.jpg,train,0,9,0,0,1,0,car
435326,000000435326.jpg,train,1,13,1,1,1,1,truck
353409,000000353409.jpg,train,14,12,5,1,1,1,truck
107650,000000107650.jpg,train,2,0,1,1,0,1,truck
550019,000000550019.jpg,train,0,1,0,0,1,0,car
222340,000000222340.jpg,train,1,1,2,1,1,1,person
238729,000000238729.jpg,train,1,7,11,1,1,1,truck
91279,000000091279.jpg,train,5,0,0,1,0,0,person
337042,000000337042.jpg,train,12,3,0,1,1,0,car
468115,000000468115.jpg,train,12,12,1,1,1,1,truck
369812,000000369812.jpg,val,7,6,2,1,1,1,truck
